username,tweetcreatedts,text
BeritakanID_com,2023-02-05 14:38:14+00:00,"Isu Perpanjangan Masa Jabatan Kepala Desa Dapat Sentimen Sangat Buruk dari Publik, Duo PKB Disorot
https://t.co/BSqUVERq0A"
blg_tamrin,2023-02-05 14:23:02+00:00,"Masa Jabatan Kepala Desa 9 Tahun Dinilai Terlalu Lama, Pakar Hukum Ingatkan Pengalaman Soeharto
@kemendespdtt
@kemendagri
 https://t.co/Es4hzta7T8"
RepelitaO,2023-02-05 12:46:31+00:00,"Isu Perpanjangan Masa Jabatan Kepala Desa Dapat Sentimen Sangat Buruk dari Publik, Duo PKB Disorot https://t.co/PykhDea8u6"
bhp_semarang,2023-02-05 12:17:26+00:00,"Mau Tahu Respon BPHN Tentang Usulan Perubahan Masa Jabatan Kepala Desa https://t.co/fGQaLnLAZZ 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #KamiPasti #KemenkumhamRI #KumhamSehat #Kumham #twitter #KumhamProduktif #socialmedia #Kemenkumham #viral"
geloraco,2023-02-05 12:17:25+00:00,"Isu Perpanjangan Masa Jabatan Kepala Desa Dapat Sentimen Sangat Buruk dari Publik, Duo PKB Disorot
https://t.co/8K9v6EMsTV"
baqiebaka,2023-02-05 10:04:55+00:00,"@KompasTV - Wacana 3 Periode
- Masa jabatan kepala desa 9 tahun x 3 periode
- Sistem Pemilu Tertutup
- Gub, Bupati, Walikota dipilih pusat

Ini sih mundur lagi ke sblm reformasi namanya, cuma lebih parah"
Novalls13,2023-02-05 06:44:34+00:00,@okkymadasari Bagaimana jika perpanjangan masa jabatan kepala desa disahkan. Dengan kontrak perpanjangan masa presiden ?.
damaiharilubis6,2023-02-05 02:31:49+00:00,"setiap kepala desa di seluruh tanah air beserta seluruh warga desanya akan menyuarakan Pemilu 2024 undur dan Jkw otomatis akan menjadi presiden 3 periode, bisa jadi agar "" gambaran masa jabatannya sama dengan para kepala desa"", maka  jabatan Jkw. akan bertambah 4 tahun sehingga"
damaiharilubis6,2023-02-05 02:29:34+00:00,"menuju daerah bencana di probolinggo

Maka, saat ini wacana pertahankan kursi singgasana untuk  presiden 3 periode Jokowi nyaris kehilangan nyawa, walau seolah sempat dihidupkan lagi, oleh pemujanya melalui akan disahkannya regulasi masa jabatan Kepala Desa 9 tahun, demi berharap"
CahAngo45022699,2023-02-05 01:33:39+00:00,"p9ermintaan para kepala desa untuk memperpanjang masa jabatan sampai 9 tahun.
Saat dihubungi detikSumut, Apip selaku pemilik akun TikTok @apipnurahman mengungkapkan, awalnya dia membuat konten berupa survei kepada warga desa di daerahnya. Saat itu, dia meminta pendapat warga soal https://t.co/SrHFlO40pp"
CahAngo45022699,2023-02-05 01:23:29+00:00,"Kades baperan sosmed, jdi pemimpin jaman sekarang kok baper ketika dikritik di sosmed, lebih baik mundur...gk belagak minta 9 thn.

Tersinggung Content Masa Jabatan Kades Satu Priode 9 Tahun, Content Creator Bengkulu Selatan Appi Lentuy Diminta Maaf Dihadapan Kepala Desa. https://t.co/1AkDbNlTd0"
mukhlishrahmann,2023-02-04 16:00:30+00:00,"@okkymadasari Pak Menteri @halimiskandarnu yang terhormat, mohon diusut kasus-kasus seperti ini. Bagaimana bisa penjahat seksual jadi kepala desa, bahkan mungkin ikut minta tambah masa jabatan sampai 9 tahun. Mohon perhatiannya Pak."
roysdewanto,2023-02-04 12:15:54+00:00,"Nah, kalau kepala desa ini minta perpanjangan masa jabatan 9 tahun kasih aja, sebagai Kepala Desa Tahanan...😁"
bhp_semarang,2023-02-04 05:49:27+00:00,"Masa Jabatan Kepala Desa https://t.co/hQrPfSTj8L
@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #KamiPasti #KemenkumhamRI #KumhamSehat #KumhamProduktif #KepalaDesa #Twitter #Berita #KUHPKemajuanIndonesia #Kumham #KUHP #JatengGayeng #Jateng #Indonesia https://t.co/lJqGQnBwt4"
bhp_semarang,2023-02-04 05:44:21+00:00,"Masa Jabatan Kepala Desa https://t.co/KKilgRe7sX 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #KamiPasti #KemenkumhamRI #KumhamSehat #KumhamProduktif @yoespar #KanwilKemenkumhamJateng #KepalaDesa #Desa #Twitter #Berita #news #BreakingNews #Kumham https://t.co/gEQrcs6Yvh"
masaryaduta,2023-02-04 00:59:58+00:00,"""Pengalaman bangsa ini, mulai dari masa jabatan Presiden Soekarno hingga Soeharto, harus menjadi pelajaran. Sehingga, masa jabatan kepala desa (yang terlalu lama) tidak lagi bisa diterapkan untuk zaman modern seperti saat ini,"" kata Aan Eko Widiarto  
https://t.co/2PVq10NSDD"
KompasTV,2023-02-03 22:57:33+00:00,"Masa Jabatan Kepala Desa 9 Tahun Dinilai Terlalu Lama, Pakar Hukum Ingatkan Pengalaman Soeharto https://t.co/axNK1WaVi1"
TVTempoChannel,2023-02-03 16:31:58+00:00,"Desakan dari kepala desa yang menuntut masa jabatan diperpanjang seakan menunjukkan ambisi mereka untuk melanggengkan kekuasaan.

Simak FOKUS minggu ini https://t.co/hlBivnrltd

#kepaladesa #masajabatankepaladesa #politik #fokus #TVTempo https://t.co/JQqdwClHrt"
csr_infopedia,2023-02-03 14:22:07+00:00,"Aksi Apip sang pengiat media sosial mengkritik Kepala Desa yang menginginkan masa jabatan 9 tahun
https://t.co/ESHSJ4wc1Z https://t.co/ikqXHT0YFA"
dhealaf,2023-02-03 12:35:33+00:00,@Askrlfess Yakin jadi diperpanjang masa jabatan 9 tahun buat kepala desa? Hmmmm
IshakCorp,2023-02-03 09:59:12+00:00,"@collegemenfess Udah paling bener emang kepala desa itu jabatannya 3 atau 5  tahun aja. 
Kepala desa udah kayak raja kecil. 
Ayo ganti  masa jabatan woii @DPR_RI"
openmindzero0,2023-02-03 09:33:41+00:00,@detikcom @detik_jatim Hidup kepala desa yg minta perpanjang masa jabatan..otak mesum..berkuasa dan korupsi..kntol
jimmyherdyansy2,2023-02-03 08:02:54+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/42hg8q0w9N lewat @ChangeOrg_ID
NasdemFraksi,2023-02-03 05:28:38+00:00,"Alhamdulillah Selamat dan Sukses atas Pengambilan Sumpah/Janji dan Pelantikan 73 Kepala Desa Terpilih Periode 2023-2029 dan PAW Kades Tajur Masa Jabatan 2021-2027 di Kabupaten Paser.

Semoga diberikan kemudahan dalam mengemban tugas, Amanah, dan Bertanggung jawab dengan baik. 🤲🏻 https://t.co/yAqQa5PbvN"
Yuyu71467448,2023-02-03 05:17:49+00:00,@txtdrberseragam Ayo dimulai petisi utk menentukan masa jabatan kepala desa agar polemik ini tidak berkepanjangan &amp; para oknum politikus busuk yg ikut dalam euphoria ini.
most1058,2023-02-03 03:11:45+00:00,"Menteri Koordinator Bidang Politik, Hukum dan Keamanan Mahfud MD menyatakan pemerintah belum tentu menyetujui tuntutan kepala desa yang ingin masa jabatan ditambah dari enam tahun menjadi sembilan tahun. #MostUpdate1058 https://t.co/kt9OEXzP2s"
mazayapost,2023-02-03 02:51:17+00:00,"""Penambahan masa Jabatan Kepala Desa, Perpanjangan Tangan Oligarki? – Mazaya Post"" https://t.co/ms11PQO69X"
pinterpolitik,2023-02-03 02:00:01+00:00,"Ramai ratusan Kepala Desa (Kades) mendesak perpanjangan masa jabatan hingga sembilan tahun per periode. Apakah perpanjangan masa jabatan Kades mempertahankan gelar “raja” kecil di desa?

https://t.co/0X3YRViTZq"
hulkolorijo,2023-02-03 00:57:12+00:00,"@KompasTV Ada yg barter dgn masa jabatan kepala desa, ada juga dgn pemilik motor....

Semuanya demi 2024 ya, setelah itu jadi tambah kacau,

BODO AMATLAH ‼️"
labiebfahmi17,2023-02-03 00:25:15+00:00,"@kemalpalevi Minta 9 tahun masa jabatan, itu kerja jadi kepala desa apa wajib belajar? Wkwk"
Harian_Jogja,2023-02-03 00:08:36+00:00,"Kepala Desa Minta Masa Jabatan 9 Tahun, Ini Tanggapan Mahfud MD https://t.co/LNDmY05DdQ #beritajogja #jogja #jogjaistimewa https://t.co/9kBIJzvu7N"
hallobbi,2023-02-03 00:08:33+00:00,liat tweet yang membahas usulan 9 tahun masa jabatan kepala desa ngeri wkwkwk
Indrabeant23,2023-02-02 17:24:06+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/ooBzjqPsNz lewat @ChangeOrg_ID
CakSumut,2023-02-02 15:44:20+00:00,"Masa jabatan Kepala Desa,,,9 Tahun tetap 18 tahun jumlahnya
@jokowi @halimiskandarnu @taufikmadjid71 @imansyukri @malik_haramain @azzameldzikrie @yusradaridesa @kemendesapdtt @TPPISUMUT https://t.co/EJCgPVcZEC"
allecceris,2023-02-02 15:40:58+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/1CRdBY9lMv lewat @ChangeOrg_ID
spiritualist_m,2023-02-02 13:21:17+00:00,motivasi para kepala desa datang ke gedung DPR RI .dan meminta perpanjangan masa jabatan selama 9 tahun .karna di dorong oleh 2 partai Politik yaitu PDIP dan PKB ..Simak 🙄😳 https://t.co/niyo40t9cG
rudolfok,2023-02-02 12:30:36+00:00,"‘Kalau masa jabatan kepala desa sembilan tahun, akan lebih lihai melakukan korupsi’

https://t.co/h5AcH3ChsI"
pakar_ai,2023-02-02 12:13:48+00:00,"@kemalpalevi btw apa yg disampaikan apip itu benar dan ada tulisan ilmiahnya kali aja ada yg mau tau/baca search google ""MASA JABATAN KEPALA DESA DALAM PERSPEKTIF KONSTITUSI"" file pdf"
Bisniscom,2023-02-02 12:06:11+00:00,"Soal Tuntutan Masa Jabatan Kepala Desa 9 Tahun, Ini Jawaban Mahfud MD https://t.co/VujmVmxjnN"
mingskyyy_,2023-02-02 11:40:45+00:00,"Dalam pertemuan itu, Budiman dan Jokowi membahas perpanjangan masa jabatan kepala desa dari enam tahun menjadi sembilan tahun. Prabowosubianto #IdolaMilenial #IkutPakde"
RMOLJatim_id,2023-02-02 10:26:02+00:00,DPRD Banyuwangi Ditantang Bikin Surat Pernyataan Tolak Usulan Perpanjangan Masa Jabatan Kades 9 Tahun: Dewan Perwakilan Rakyat Daerah (DPRD) Kabupaten Banyuwangi ditantang bikin surat pernyataan untuk menolak usulan perpanjangan masa jabatan kepala desa… https://t.co/0a5KGQ5WHq
indowfofficial,2023-02-02 10:25:11+00:00,"(1) https://t.co/abQuQUufhP - Apip Nurahman, warga Desa Maras, Kecamatan Air Nipis, Kabupaten Bengkulu Selatan, Provinsi Bengkulu, resah dengan wacana kepala desa yang meminta masa jabatan dalam satu periode sampai sembilan tahun."
kumparan,2023-02-02 09:26:35+00:00,Keinginan kepala desa agar masa jabatan ditambah dari 6 tahun menjadi 9 tahun hingga saat ini masih menuai pro dan kontra. #newsupdate #update #news #text https://t.co/rCh34t2VAi
inilahdotcom,2023-02-02 09:20:47+00:00,"Karena itu pula, lanjut dia, PAPDESI menolak usulan dari beberapa pihak, yang mematok perpanjangan masa jabatan kepala desa hingga 9 tahun dalam tiga periode. Sehingga seorang kepala desa bisa berkuasa hingga 27 tahun.

https://t.co/kb4GP5zaNP"
inilahdotcom,2023-02-02 09:20:46+00:00,"“Kami juga menolak, sikap beberapa pihak, yang cenderung memolitisasi aspirasi revisi terbatas UU Desa, hanya berkaitan dengan perpanjangan masa jabatan kepala desa,” kata Ketua Umum PAPDESI, Wargiyati di Jakarta, Rabu (1/2/2023)."
inilahdotcom,2023-02-02 09:20:45+00:00,"Perkumpulan Pemerintah Desa Seluruh Indonesia (PAPDESI) menyebut ada pihak yang sengaja mengambil keuntungan dengan mempolitisasi revisi terbatas Undang-undang Desa Nomor 6/2014. Pasalnya, mereka hanya memfokuskan revisi itu hanya pada perpanjangan masa jabatan kepala desa. https://t.co/lId6SumeRk"
ngopibareng_id,2023-02-02 08:37:03+00:00,"Aksi unjuk rasa menolak tuntutan Kepala Desa yang meminta perpanjangan masa jabatan menjadi 9 tahun kembali terjadi, Kamis, 2 Februari 2023. https://t.co/Gq6S7A1vUt"
IqbalsahidAbdu1,2023-02-02 08:12:53+00:00,"Kepala Desa ne podo bingung tambah masa jabatan.

🤣😭🤣😭🤣😭"
VIVAcoid,2023-02-02 07:32:36+00:00,"Apip Nurahman, Pengkritik Masa Jabatan Kades, Kini Dimarahi dan Dibentak Sejumlah Kepala Desa https://t.co/sVghjhd93w #trending"
kumparan,2023-02-02 06:47:04+00:00,Perpanjangan masa jabatan kepala desa tidak logis dan tidak mewakili kepentingan masyarakat. #userstory https://t.co/mnVwHguKzb
JJRizal,2023-02-02 05:22:48+00:00,"kalau kepala negara boleh diwacanakan perpanjang masa jabatan, kenapa kepala desa tidak boleh ikut, kata hatta teladan terutama itu dari yg paling atas, ikan busuk dari kepalanya en saatnya melihat asal usul budaya rakus kekuasaan en korup ini tdk senjang en sepotong-sepotong"
Leonardo__2024,2023-02-02 04:46:58+00:00,@BosPurwa Jalanan berlubang kepala desa minta perpanjang masa jabatan 😂😂
SAW0KECIK,2023-02-02 04:08:02+00:00,"Warga desa yg cerdas....
Tolak perpanjangan masa jabatan kepala desa.

Atas dasar apa &amp; atas nama siapa demo kepala desa menuntut perpanjangan masa jabatan 9 thn ?"
suaradotcom,2023-02-02 03:59:32+00:00,"Tuntutan perpanjangan masa jabatan kepala desa menjadi sembilan tahun terus menuai penolakan. Jika benar diketok, perpanjangan masa jabatan akan menyuburkan korupsi.

https://t.co/0zs943xJln"
Ippang_Az,2023-02-02 03:41:56+00:00,"Saya dengar, para kepala desa minta penambahan masa jabatan. Hmm,

Kepala desa, orang-orang kecil yang mulai paham empuknya kursi raja, walau selevel desa.

Raja-raja kecil mulai melek, betapa kuasa adalah lahan basah. #kuasa"
k1k1taufik,2023-02-02 03:16:25+00:00,"Genk kepala desa aja bs otoriter anti kritik gini, gmn kl yg lebih tinggi??

Udah bener Apip kritik, emang buat apa sih minta masa jabatan 9 thn kl rakyat yg dipimpinnya muak!"
HidayatulAziz28,2023-02-02 01:40:54+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/kRIvB4iOZ1 lewat @ChangeOrg_ID
donal_ringo,2023-02-02 00:42:55+00:00,"Memahami persoalan secara jernih, tentang Usulan 9 tahun masa jabatan Kepala Desa merupakan jalan tengah atas aspirasi Kepala Desa. https://t.co/Mwy1Ba5E6U"
__SudutPandang,2023-02-02 00:08:57+00:00,"Untuk menjadi perhatian @jokowi @kemendagri @kemendespdtt @budimandjatmiko

📌  KEPALA DESA yang menuntut masa jabatan diperpanjang menjadi 9 tahun bukti keserakahan &amp; watak jahat!

Ini 👇 bukti tambahan!
 https://t.co/r1vAkK3GlC"
soloposdotcom,2023-02-01 15:09:05+00:00,Setop Wacana Masa Jabatan Kepala Desa Sembilan Tahun https://t.co/2O7tdEC8eC
dizdye,2023-02-01 14:45:48+00:00,"Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/1Y4LSdAmUx lewat @ChangeOrg_ID @
#MenolakPerpanjanganJabatanKades"
NikaWoelan,2023-02-01 13:45:47+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/2clM3XAniw via @ChangeOrg_ID
mochamadarip,2023-02-01 13:06:44+00:00,@BudimanDjatmiko menganggap perubahan masa jabatan kepala desa perlu diiringi dengan misi pembangunan sumber daya manusia (SDM) di desa. Tidak sekadar fokus membangun infrastruktur dan fasilitas umum. https://t.co/J3tBgS5NVt
DOITSMARTWAY,2023-02-01 11:36:37+00:00,@ipeh_tetapnganu @dpp_apdesi @DPR_RI @DPDRI @kemendespdtt @kemendagri Perpendek masa jabatan Kepala Desa menjadi 2 x 5 tahun agar proses Kapitalisasi SDM nya berjalan
double_diamond6,2023-02-01 09:34:13+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/xL61OZEn1x via @ChangeOrg_ID @double_diamond6
double_diamond6,2023-02-01 09:17:00+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/xL61OZEn1x via @ChangeOrg_ID
_____kingAJ,2023-02-01 08:45:26+00:00,@Mdy_Asmara1701 Jangan sampai H-1 pencalonan Capres-cawapres tiba2 semua Berubah... Ada UU Baru yg menyatakan masa jabatan presiden diperpanjang atas Permintaan Rakyat (Kepala desa dianggap mewakili Rakyat) sbg timbal balik atas diperpanjang masa jabatan kepala Desa
_____kingAJ,2023-02-01 08:42:05+00:00,@Mdy_Asmara1701 Yg dibahas kemungkaran besar bagaimana caranya ide2 Perpanjangan/Periode masa jabatan Presiden itu tidak di Bahas lagi mengingat Jabatan Kepala Desa yg dgn mudahnya diperpanjang yg kemungkaran juga Akan Menginspirasi Elite utk memperpanjang masa jabatan Presiden
blontankpoer,2023-02-01 08:32:34+00:00,"partai memperjuangkan masa jabatan kepala desa, itu wajar. walau cuma segelintir kades, tetaplah itu bisa diklain sebagai aspirasi. 

kades kan juga bisa jadi kakinya partai, legislator bahkan caleg.

kita sadarkan rakyat saja. jangan pilih partai yang perjuangkan aspirasi ganjil"
KODIM_1409,2023-02-01 06:41:44+00:00,Komandan rayon militer 1409-06/Bajeng  Kapten CBA Edi Sudarsono  menghadiri  rapat pertanggung jawaban kepala desa maradekaya diakhir masa jabatan periode 2017-2022 di balla rewako dusun barasa desa maradekaya kec bajeng kab Gowa. https://t.co/7kr1ErOwwy
ciputat_ihsan,2023-02-01 05:01:19+00:00,*SRB (Serikat Rakyat Banyuwangi) DEMO PENOLAKAN PERPANJANGAN MASA JABATAN KEPALA DESA*
DengkoP,2023-02-01 04:17:32+00:00,@NarasiNewsroom Bentuk kepedulian Parpol ataupun DPR terhadap pembangunan desa bukan dengan menambah masa jabatan Kepala Desa. Inilah akibat dari money politik dan ambisi jabatan yg tidak dilandasi dengan niat pengabdian pada masyarakat.
haluanharian,2023-02-01 02:09:53+00:00,"Apip, seorang pria di bengkulu selatan meminta maaf setelah mengkritisi usulan masa jabatan kepala desa hingga sembilan tahun. Pemuda tersebut membagikan pemikiran nya melalui akun TikToknya @ apipnurahman dan tidak disukai oleh para kepala desa https://t.co/ZHjvSZ0UR1"
panggilaja_eci,2023-02-01 00:38:07+00:00,"@sociotalker Hehehe...iya sih dibandingkan om yg satu itu. Cuma aku sih nungguin aja logika dia tentang masa jabatan ""kepala desa"" Indonesia, dinasti, dan oligarki hulubalang desa Indonesia. 

Apakah akan berulang lagi logikanya sbg alumni pdi-p u 23?"
keke_sipartogi,2023-01-31 23:58:56+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa https://t.co/OXy3Aqdx1I lewat @ChangeOrg_ID
bangbiembiem,2023-01-31 18:11:18+00:00,"Kenapa Harus minta Maaf..??? 

Tersinggung dg Content masa Jabatan Kades 9 Tahun, Appi Lentuy asal Bengkulu Selatan diminta Maaf dihadapan Kepala Desa.. (31/Jan/2023)

Jangan Serakah Sama Jabatan !! 🤭 https://t.co/YVXIZCWDt6"
mulfti,2023-01-31 18:05:22+00:00,"Kenapa Harus Minta maaf..??? 

Tersinggung dg Content masa Jabatan Kades 9 Tahun, Appi Lentuy asal Bengkulu Selatan diminta Maaf dihadapan Kepala Desa.. (31/Jan/2023)

Jangan Serakah Sama Jabatan !! 🤭

©qaillaasyiqah https://t.co/SmsFiedgOY"
liputanbogor,2023-01-31 16:54:57+00:00,Ketua BEM FH UIKA Bogor Angkat Bicara Soal Polemik Wacana Perpanjangan Masa Jabatan Kepala Desa https://t.co/UjhjUduK4H
SofwanRzl,2023-01-31 15:56:12+00:00,@Askrlfess Iyalah. Kepala desa aja udah minta masa jabatan 9 tahun dengan pencalonan max 3x. Mau bikin kerajaan sendiri.
bagbre43,2023-01-31 14:23:56+00:00,@IndonesiaRahayu Makin parah pak masa jabatan kepala desa di perpanjang mh soal nya desa di saya gk ada krmajuan
akoelaharjuna,2023-01-31 14:20:56+00:00,"Presiden @jokowi persilakan aspirasi masa jabatan Kepala Desa disampaikan ke DPR.

#KawalJokowi https://t.co/CD7CzdVABB"
risalballank,2023-01-31 13:27:28+00:00,"@Addryfdhli angkat issu kerakyatan malah di ketawai, giliran issu perpanjangan 9 tahun masa jabatan kepala desa justru di respon semua tepuk tangan wong lmnd anak kandung reformasi ko malah menghendaki kekuasaan yang absolut 9 tahun lagi, sekalian 32 tahun Bung hehehee"
GalangTica,2023-01-31 12:58:03+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/sfFVzbbJgl via @ChangeOrg_ID
NenkMonica,2023-01-31 12:33:40+00:00,"Masa Jabatan Kepala Desa menjadi 9 tahun dan bisa sampai 3 periode, apakah sebagai bentuk dari Keserakahan Jabatan, Kehausan Kekuasaan dan Arogansi Politik ? https://t.co/FYftLCe7t5"
kompasiana,2023-01-31 12:01:30+00:00,"Permintaan menambah masa jabatan Kepala Desa dari 6 sampai 9 tahun mestinya diimbangi dengan kerja-kerja nyata membangun desa. #Infinite 
https://t.co/O8DVpP1i6B"
RadioElshinta,2023-01-31 11:26:36+00:00,"Bupati Majalengka Karna Sobahi mendukung perpanjangan masa jabatan Kepala Desa menjadi 9 tahun selama 2 periode karena lebih efisien ketimbang 6 tahun selama 3 periode, Selasa (31/1). 📸Enc
#BeritaElshinta https://t.co/6fJMGZiMOK"
kompascom,2023-01-31 10:21:44+00:00,"Apip Nurahman, warga Bengkulu pengkritik masa jabatan kepala desa (kades) sembilan tahun akhirnya minta maaf. https://t.co/FoL9Evvuka"
inilahdotcom,2023-01-31 09:19:56+00:00,"Budiman menjelaskan, selama ini, masa jabatan enam tahun, hampir minimal separuh periode itu, dilalui dengan konflik yang tersisa saat pertarungan memperebutkan jabatan kepala desa. 

https://t.co/gUrQ3xjQrc"
inilahdotcom,2023-01-31 09:19:55+00:00,"Menurut politikus PDI Perjuangan (PDIP) (@PDI_Perjuangan), Budiman Sudjatmiko (@budimandjatmiko) yang merupakan inisiator dan penggagas UU Desa, aspirasi perpanjangan masa jabatan kepala desa penting untuk kestabilan politik di desa."
inilahdotcom,2023-01-31 09:19:53+00:00,Pemerintah dan DPR tampaknya menyetujui perpanjangan masa jabatan kepala desa (kades) dari enam tahun menjadi sembilan tahun. Jika keduanya sepakat maka hal ini harus dibarengi dengan revisi UU No. 6 Tahun 2014. https://t.co/THeeI6TcPt
Metro_TV,2023-01-31 09:18:35+00:00,"Ribuan kepala desa tengah menggelar aksi menuntut revisi UU Desa terkait perpanjangan periode masa jabatan. 

Sejauh mana efektivitas #UUDesa ini? Seberapa mendesak revisi UU Desa? 

Saksikan #EconomicChallengesMetroTV OTAK-ATIK KUASA KEPALA DESA, Selasa (31/1) 21.30 WIB. https://t.co/EWRqwu9o6t"
pramudiya165,2023-01-31 08:01:10+00:00,"@HeriSuwondo2 @msaid_didu Jadi kepala desa mulai diberikan imunitas kebal hukum yg sebumnya kades diberikan masa jabatan  9 tahun, ending nya kades harus balas budi apa ke mendagri."
